oasis ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12,Text files
camerona1-113003,,,,,,,,,,,,,
camerona1-115065,,,,,,,,,,,,,
camerona1-115087,,,,,,,,,,,,,
camerona1-115089,,,,,,,,,,,,,
camerona1-118551,,,,,,,,,,,,,
camerona1-118560,,,,,,,,,,,,,
camerona1-118562,,,,,,,,,,,,,
camerona1-121139,,,,,,,,,,,,,
camerona1-121141,,,,,,,,,,,,,
camerona1-121176,,,,,,,,,,,,,
camerona1-125586,,,,,,,,,,,,,
camerona1-125587,,,,,,,,,,,,,
camerona1-125588,,,,,,,,,,,,,
camerona1-128790,,,,,,,,,,,,,
camerona1-128797,,,,,,,,,,,,,
camerona1-130060,,,,,,,,,,,,,
camerona1-133325,,,,,,,,,,,,,
camerona1-136015,,,,,,,,,,,,,
camerona1-136018,,,,,,,,,,,,,
camerona1-138463,,,,,,,,,,,,,
camerona1-138464,,,,,,,,,,,,,
camerona1-138465,,,,,,,,,,,,,
camerona1-144049,,,,,,,,,,,,,
camerona1-144114,,,,,,,,,,,,,
camerona1-153562,,,,,,,,,,,,,
camerona1-153567,,,,,,,,,,,,,
camerona1-153580,,,,,,,,,,,,,
camerona1-153595,,,,,,,,,,,,,
camerona1-160377,,,,,,,,,,,,,
camerona1-160379,,,,,,,,,,,,,
camerona1-160387,,,,,,,,,,,,,
camerona1-160389,,,,,,,,,,,,,
camerona1-167026,,,,,,,,,,,,,
camerona1-167028,,,,,,,,,,,,,
camerona1-167593,,,,,,,,,,,,,
camerona1-178910,,,,,,,,,,,,,
camerona1-178912,,,,,,,,,,,,,
camerona1-179726,,,,,,,,,,,,,
camerona1-179729,,,,,,,,,,,,,
camerona1-179730,,,,,,,,,,,,,
camerona1-179732,,,,,,,,,,,,,
camerona1-179738,,,,,,,,,,,,,
camerona1-179742,,post medieval,,,,,,,,,,,
camerona1-179744,,,,,,,,,,,,,
camerona1-179752,,,,,,,,,,,,,
camerona1-179754,,,,,,,,,,,,,
camerona1-179756,,,,,,,,,,,,,
camerona1-183961,,,,,,,,,,,,,
camerona1-183973,,,,,,,,,,,,,
camerona1-191722,,,,,,,,,,,,,
camerona1-191723,,,,,,,,,,,,,
camerona1-191725,,,,,,,,,,,,,
camerona1-191729,,,,,,,,,,,,,
camerona1-191738,,,,,,,,,,,,,
camerona1-198714,,,,,,,,,,,,,
camerona1-199353,,,,,,,,,,,,,
camerona1-199356,,,,,,,,,,,,,
camerona1-199363,,,,,,,,,,,,,
camerona1-199372,,,,,,,,,,,,,
camerona1-208645,,,,,,,,,,,,,
camerona1-208647,,,,,,,,,,,,,
camerona1-212933,,,,,,,,,,,,,
camerona1-221271,,,,,,,,,,,,,
camerona1-221276,,,,,,,,,,,,,
camerona1-221277,,,,,,,,,,,,,
camerona1-221291,,,,,,,,,,,,,
camerona1-221293,,,,,,,,,,,,,
camerona1-227648,,,,,,,,,,,,,
camerona1-227651,,,,,,,,,,,,,
camerona1-227662,,,,,,,,,,,,,
camerona1-227666,,,,,,,,,,,,,
camerona1-227668,,,,,,,,,,,,,
camerona1-231766,,,,,,,,,,,,,
camerona1-231770,,,,,,,,,,,,,
camerona1-240066,,,,,,,,,,,,,
camerona1-240073,,,,,,,,,,,,,
camerona1-244421,,,,,,,,,,,,,
camerona1-244459,,,,,,,,,,,,,
camerona1-251244,,,,,,,,,,,,,
camerona1-251249,,,,,,,,,,,,,
camerona1-259024,,,,,,,,,,,,,
camerona1-266618,,,,,,,,,,,,,
camerona1-275258,,,,,,,,,,,,,
camerona1-280416,,,,,,,,,,,,,
camerona1-280419,,,,,,,,,,,,,
camerona1-283936,,,,,,,,,,,,,
camerona1-283938,,,,,,,,,,,,,
camerona1-286201,,,,,,,,,,,,,
camerona1-286958,,,,,,,,,,,,,
camerona1-288110,,,,,,,,,,,,,
camerona1-296065,,,,,,,,,,,,,
camerona1-296072,,,,,,,,,,,,,
camerona1-296075,,,,,,,,,,,,,
camerona1-296077,,,,,,,,,,,,,
camerona1-296086,,,,,,,,,,,,,
camerona1-301475,,,,,,,,,,,,,
camerona1-301476,,,,,,,,,,,,,
camerona1-301479,,,,,,,,,,,,,
camerona1-302671,,,,,,,,,,,,,
camerona1-302679,,,,,,,,,,,,,
camerona1-311094,,,,,,,,,,,,,
camerona1-314995,,,,,,,,,,,,,
camerona1-315007,,,,,,,,,,,,,
camerona1-315090,,,,,,,,,,,,,
camerona1-317359,,,,,,,,,,,,,
camerona1-319319,,,,,,,,,,,,,
camerona1-77230,,,,,,,,,,,,,
camerona1-78549,,,,,,,,,,,,,
camerona1-79197,,,,,,,,,,,,,
camerona1-81023,,,,,,,,,,,,,
camerona1-81328,,,,,,,,,,,,,
camerona1-84138,,,,,,,,,,,,,
camerona1-86129,,,,,,,,,,,,,
camerona1-88343,,,,,,,,,,,,,
camerona1-91891,,,,,,,,,,,,,
camerona1-92228,,,,,,,,,,,,,
camerona1-97761,,,,,,,,,,,,,
camerona1-97773,,,,,,,,,,,,,
camerona1-97785,,,,,,,,,,,,,
canterbu3-190418,,,,,,,,,,,,,
canterbu3-190495,,,,,,,,,,,,,
canterbu3-308624,,,,,,,,,,,,,
canterbu3-308642,,,,,,,,,,,,,
canterbu3-308780,,,,,,,,,,,,,
canterbu3-315546,,,,,,,,,,,,,
caroline2-260394,,,,,,,,,,,,,
caroline2-300079,,,,,,,,,,,,,
centrefo4-293417,,,,,,,,,,,,,
centreof1-202263,,,,,,,,,,,,,
centreof1-235505,,,,,,,,,,,,,
centreof1-291004,,,,,,,,,,,,,
centreof1-305862,,,,,,,,,,,,,
cfaarcha1-100067,,,,,,,,,,,,,
cfaarcha1-100509,,,,,,,,,,,,,
cfaarcha1-100575,,,,,,,,,,,,,
cfaarcha1-100581,,,,,,,,,,,,,
cfaarcha1-101835,,,,,,,,,,,,,
cfaarcha1-102042,,,,,,,,,,,,,
cfaarcha1-102521,,post medieval,,,,,,,,,,,
cfaarcha1-102922,,,,,,,,,,,,,
cfaarcha1-102966,,,,,,,,,,,,,
cfaarcha1-104661,,,,,,,,,,,,,
cfaarcha1-104930,,,,,,,,,,,,,
cfaarcha1-104938,,,,,,,,,,,,,
cfaarcha1-104942,,,,,,,,,,,,,
cfaarcha1-105054,,,,,,,,,,,,,
cfaarcha1-105063,,,,,,,,,,,,,
cfaarcha1-105209,,,,,,,,,,,,,
cfaarcha1-107574,,,,,,,,,,,,,
cfaarcha1-108713,,,,,,,,,,,,,
cfaarcha1-109021,,post medieval,,,,,,,,,,,
cfaarcha1-109372,,,,,,,,,,,,,
cfaarcha1-110579,,,,,,,,,,,,,
cfaarcha1-110640,,,,,,,,,,,,,
cfaarcha1-110981,,,,,,,,,,,,,
cfaarcha1-112317,,,,,,,,,,,,,
cfaarcha1-112548,,,,,,,,,,,,,
cfaarcha1-112788,,,,,,,,,,,,,
cfaarcha1-112830,,,,,,,,,,,,,
cfaarcha1-114203,,,,,,,,,,,,,
cfaarcha1-114956,,,,,,,,,,,,,
cfaarcha1-114959,,,,,,,,,,,,,
cfaarcha1-115240,,,,,,,,,,,,,
cfaarcha1-115474,,,,,,,,,,,,,
cfaarcha1-115967,,,,,,,,,,,,,
cfaarcha1-117888,,,,,,,,,,,,,
cfaarcha1-117897,,,,,,,,,,,,,
cfaarcha1-117902,,,,,,,,,,,,,
cfaarcha1-117917,,,,,,,,,,,,,
cfaarcha1-117943,,,,,,,,,,,,,
cfaarcha1-118100,,,,,,,,,,,,,
cfaarcha1-118105,,,,,,,,,,,,,
cfaarcha1-119100,,,,,,,,,,,,,
cfaarcha1-121062,,,,,,,,,,,,,
cfaarcha1-123174,,,,,,,,,,,,,
cfaarcha1-123416,,,,,,,,,,,,,
cfaarcha1-124374,,,,,,,,,,,,,
cfaarcha1-124604,,,,,,,,,,,,,
cfaarcha1-124605,,,,,,,,,,,,,
cfaarcha1-124750,,,,,,,,,,,,,
cfaarcha1-125243,,,,,,,,,,,,,
cfaarcha1-125265,,,,,,,,,,,,,
cfaarcha1-125365,,,,,,,,,,,,,
cfaarcha1-126875,,,,,,,,,,,,,
cfaarcha1-126887,,,,,,,,,,,,,
cfaarcha1-126890,,,,,,,,,,,,,
cfaarcha1-127866,,,,,,,,,,,,,
cfaarcha1-127910,,,,,,,,,,,,,
cfaarcha1-130981,,post medieval,,,,,,,,,,,
cfaarcha1-131010,,,,,,,,,,,,,
cfaarcha1-131864,,,,,,,,,,,,,
cfaarcha1-132654,,,,,,,,,,,,,
cfaarcha1-133670,,,,,,,,,,,,,
cfaarcha1-134635,,,,,,,,,,,,,
cfaarcha1-134991,,,,,,,,,,,,,
cfaarcha1-135247,,,,,,,,,,,,,
cfaarcha1-136987,,,,,,,,,,,,,
cfaarcha1-137023,,,,,,,,,,,,,
cfaarcha1-137026,,,,,,,,,,,,,
cfaarcha1-137027,,,,,,,,,,,,,
cfaarcha1-137031,,,,,,,,,,,,,
cfaarcha1-137385,,,,,,,,,,,,,
cfaarcha1-138072,,,,,,,,,,,,,
cfaarcha1-138741,,,,,,,,,,,,,
cfaarcha1-139800,,post medieval,,,,,,,,,,,
cfaarcha1-140188,,post medieval,roman,,,,,,,,,,
cfaarcha1-140357,,post medieval,,,,,,,,,,,
cfaarcha1-140562,,,,,,,,,,,,,
cfaarcha1-140639,,post medieval,,,,,,,,,,,
cfaarcha1-140722,,,,,,,,,,,,,
cfaarcha1-140737,,,,,,,,,,,,,
cfaarcha1-140747,,,,,,,,,,,,,
cfaarcha1-140995,,,,,,,,,,,,,
cfaarcha1-141393,,,,,,,,,,,,,
cfaarcha1-143064,,,,,,,,,,,,,
cfaarcha1-144093,,,,,,,,,,,,,
cfaarcha1-144099,,,,,,,,,,,,,
cfaarcha1-144591,,,,,,,,,,,,,
cfaarcha1-144757,,,,,,,,,,,,,
cfaarcha1-144911,,,,,,,,,,,,,
cfaarcha1-145254,,,,,,,,,,,,,
cfaarcha1-147650,,,,,,,,,,,,,
cfaarcha1-148707,,,,,,,,,,,,,
cfaarcha1-149046,,,,,,,,,,,,,
cfaarcha1-149294,,,,,,,,,,,,,
cfaarcha1-151058,,,,,,,,,,,,,
cfaarcha1-153261,,,,,,,,,,,,,
cfaarcha1-154573,,,,,,,,,,,,,
cfaarcha1-154712,,,,,,,,,,,,,
cfaarcha1-154777,,,,,,,,,,,,,
cfaarcha1-154857,,,,,,,,,,,,,
cfaarcha1-154900,,,,,,,,,,,,,
cfaarcha1-154923,,,,,,,,,,,,,
cfaarcha1-154951,,,,,,,,,,,,,
cfaarcha1-154991,,,,,,,,,,,,,
cfaarcha1-158803,,,,,,,,,,,,,
cfaarcha1-158805,,,,,,,,,,,,,
cfaarcha1-158806,,,,,,,,,,,,,
cfaarcha1-161630,,,,,,,,,,,,,
cfaarcha1-161635,,,,,,,,,,,,,
cfaarcha1-161754,,,,,,,,,,,,,
cfaarcha1-162089,,,,,,,,,,,,,
cfaarcha1-162261,,,,,,,,,,,,,
cfaarcha1-163502,,post medieval,,,,,,,,,,,
cfaarcha1-164813,,,,,,,,,,,,,
cfaarcha1-164898,,,,,,,,,,,,,
cfaarcha1-164901,,,,,,,,,,,,,
cfaarcha1-165121,,post medieval,,,,,,,,,,,
cfaarcha1-165245,,,,,,,,,,,,,
cfaarcha1-165324,,post medieval,,,,,,,,,,,
cfaarcha1-165325,,post medieval,,,,,,,,,,,
cfaarcha1-166863,,,,,,,,,,,,,
cfaarcha1-166963,,,,,,,,,,,,,
cfaarcha1-167897,,,,,,,,,,,,,
cfaarcha1-168418,,,,,,,,,,,,,
cfaarcha1-168458,,post medieval,,,,,,,,,,,
cfaarcha1-169685,,,,,,,,,,,,,
cfaarcha1-169938,,,,,,,,,,,,,
cfaarcha1-170871,,,,,,,,,,,,,
cfaarcha1-171966,,,,,,,,,,,,,
cfaarcha1-172083,,,,,,,,,,,,,
cfaarcha1-172087,,,,,,,,,,,,,
cfaarcha1-172140,,,,,,,,,,,,,
cfaarcha1-172374,,,,,,,,,,,,,
cfaarcha1-172652,,,,,,,,,,,,,
cfaarcha1-172823,,,,,,,,,,,,,
cfaarcha1-172994,,,,,,,,,,,,,
cfaarcha1-173435,,,,,,,,,,,,,
cfaarcha1-176818,,,,,,,,,,,,,
cfaarcha1-178135,,,,,,,,,,,,,
cfaarcha1-178585,,,,,,,,,,,,,
cfaarcha1-179286,,,,,,,,,,,,,
cfaarcha1-179329,,post medieval,,,,,,,,,,,
cfaarcha1-179400,,post medieval,,,,,,,,,,,
cfaarcha1-179433,,post medieval,,,,,,,,,,,
cfaarcha1-179606,,,,,,,,,,,,,
cfaarcha1-180777,,,,,,,,,,,,,
cfaarcha1-182410,,,,,,,,,,,,,
cfaarcha1-182578,,post medieval,,,,,,,,,,,
cfaarcha1-182873,,post medieval,,,,,,,,,,,
cfaarcha1-183395,,,,,,,,,,,,,
cfaarcha1-184376,,post medieval,,,,,,,,,,,
cfaarcha1-185589,,,,,,,,,,,,,
cfaarcha1-186990,,,,,,,,,,,,,
cfaarcha1-187631,,,,,,,,,,,,,
cfaarcha1-188489,,,,,,,,,,,,,
cfaarcha1-190829,,,,,,,,,,,,,
cfaarcha1-191217,,,,,,,,,,,,,
cfaarcha1-191799,,post medieval,,,,,,,,,,,
cfaarcha1-191937,,post medieval,,,,,,,,,,,
cfaarcha1-192576,,,,,,,,,,,,,
cfaarcha1-193137,,,,,,,,,,,,,
cfaarcha1-193939,,,,,,,,,,,,,
cfaarcha1-194434,,,,,,,,,,,,,
cfaarcha1-194716,,,,,,,,,,,,,
cfaarcha1-195221,,,,,,,,,,,,,
cfaarcha1-195501,,,,,,,,,,,,,
cfaarcha1-196066,,,,,,,,,,,,,
cfaarcha1-197363,,,,,,,,,,,,,
cfaarcha1-198915,,,,,,,,,,,,,
cfaarcha1-200630,,post medieval,,,,,,,,,,,
cfaarcha1-201527,,,,,,,,,,,,,
cfaarcha1-206247,,post medieval,,,,,,,,,,,
cfaarcha1-206286,,post medieval,,,,,,,,,,,
cfaarcha1-207660,,post medieval,,,,,,,,,,,
cfaarcha1-208299,,,,,,,,,,,,,
cfaarcha1-208403,,,,,,,,,,,,,
cfaarcha1-208829,,,,,,,,,,,,,
cfaarcha1-209081,,,,,,,,,,,,,
cfaarcha1-210048,,post medieval,,,,,,,,,,,
cfaarcha1-210356,,,,,,,,,,,,,
cfaarcha1-210373,,,,,,,,,,,,,
cfaarcha1-210442,,,,,,,,,,,,,
cfaarcha1-210567,,,,,,,,,,,,,
cfaarcha1-210616,,,,,,,,,,,,,
cfaarcha1-210654,,,,,,,,,,,,,
cfaarcha1-210775,,,,,,,,,,,,,
cfaarcha1-211329,,,,,,,,,,,,,
cfaarcha1-211688,,,,,,,,,,,,,
cfaarcha1-212648,,post medieval,,,,,,,,,,,
cfaarcha1-212654,,post medieval,,,,,,,,,,,
cfaarcha1-213177,,,,,,,,,,,,,
cfaarcha1-214030,,,,,,,,,,,,,
cfaarcha1-214092,,,,,,,,,,,,,
cfaarcha1-214096,,,,,,,,,,,,,
cfaarcha1-215143,,,,,,,,,,,,,
cfaarcha1-215987,,,,,,,,,,,,,
cfaarcha1-217561,,post medieval,,,,,,,,,,,
cfaarcha1-218576,,,,,,,,,,,,,
cfaarcha1-221493,,,,,,,,,,,,,
cfaarcha1-225981,,,,,,,,,,,,,
cfaarcha1-225984,,,,,,,,,,,,,
cfaarcha1-226031,,post medieval,,,,,,,,,,,
cfaarcha1-226282,,,,,,,,,,,,,
cfaarcha1-226322,,,,,,,,,,,,,
cfaarcha1-228703,,,,,,,,,,,,,
cfaarcha1-229766,,,,,,,,,,,,,
cfaarcha1-230127,,,,,,,,,,,,,
cfaarcha1-239230,,post medieval,,,,,,,,,,,
cfaarcha1-242897,,,,,,,,,,,,,
cfaarcha1-244203,,,,,,,,,,,,,
cfaarcha1-244432,,,,,,,,,,,,,
cfaarcha1-248865,,,,,,,,,,,,,
cfaarcha1-250707,,,,,,,,,,,,,
cfaarcha1-254110,,,,,,,,,,,,,
cfaarcha1-258451,,,,,,,,,,,,,
cfaarcha1-258667,,,,,,,,,,,,,
cfaarcha1-258835,,post medieval,,,,,,,,,,,
cfaarcha1-260234,,post medieval,,,,,,,,,,,
cfaarcha1-260297,,,,,,,,,,,,,
cfaarcha1-261494,,,,,,,,,,,,,
cfaarcha1-262815,,,,,,,,,,,,,
cfaarcha1-263834,,post medieval,roman,,,,,,,,,,
cfaarcha1-263948,,,,,,,,,,,,,
cfaarcha1-263967,,post medieval,roman,,,,,,,,,,
cfaarcha1-264036,,,,,,,,,,,,,
cfaarcha1-264054,,,,,,,,,,,,,
cfaarcha1-264073,,,,,,,,,,,,,
cfaarcha1-264574,,post medieval,,,,,,,,,,,
cfaarcha1-264594,,,,,,,,,,,,,
cfaarcha1-265326,,,,,,,,,,,,,
cfaarcha1-267052,,,,,,,,,,,,,
cfaarcha1-267309,,,,,,,,,,,,,
cfaarcha1-267838,,,,,,,,,,,,,
cfaarcha1-269468,,,,,,,,,,,,,
cfaarcha1-270040,,,,,,,,,,,,,
cfaarcha1-270136,,,,,,,,,,,,,
cfaarcha1-276391,,,,,,,,,,,,,
cfaarcha1-277296,,,,,,,,,,,,,
cfaarcha1-278296,,,,,,,,,,,,,
cfaarcha1-28163,,,,,,,,,,,,,
cfaarcha1-28180,,,,,,,,,,,,,
cfaarcha1-28204,,,,,,,,,,,,,
cfaarcha1-283320,,,,,,,,,,,,,
cfaarcha1-283746,,,,,,,,,,,,,
cfaarcha1-286379,,,,,,,,,,,,,
cfaarcha1-286397,,,,,,,,,,,,,
cfaarcha1-289298,,,,,,,,,,,,,
cfaarcha1-292325,,,,,,,,,,,,,
cfaarcha1-293415,,,,,,,,,,,,,
cfaarcha1-295032,,,,,,,,,,,,,
cfaarcha1-295352,,,,,,,,,,,,,
cfaarcha1-295445,,,,,,,,,,,,,
cfaarcha1-296574,,,,,,,,,,,,,
cfaarcha1-296687,,,,,,,,,,,,,
cfaarcha1-300916,,,,,,,,,,,,,
cfaarcha1-304188,,,,,,,,,,,,,
cfaarcha1-305736,,,,,,,,,,,,,
cfaarcha1-312823,,,,,,,,,,,,,
cfaarcha1-314482,,,,,,,,,,,,,
cfaarcha1-42103,,,,,,,,,,,,,
cfaarcha1-43913,,,,,,,,,,,,,
cfaarcha1-45943,,,,,,,,,,,,,
cfaarcha1-49859,,,,,,,,,,,,,
cfaarcha1-51409,,post medieval,,,,,,,,,,,
cfaarcha1-52081,,post medieval,,,,,,,,,,,
cfaarcha1-52751,,,,,,,,,,,,,
cfaarcha1-52916,,,,,,,,,,,,,
cfaarcha1-53441,,,,,,,,,,,,,
cfaarcha1-54288,,,,,,,,,,,,,
cfaarcha1-54292,,,,,,,,,,,,,
cfaarcha1-55098,,,,,,,,,,,,,
cfaarcha1-57814,,,,,,,,,,,,,
cfaarcha1-57820,,,,,,,,,,,,,
cfaarcha1-58662,,,,,,,,,,,,,
cfaarcha1-58780,,,,,,,,,,,,,
cfaarcha1-59672,,,,,,,,,,,,,
cfaarcha1-60518,,,,,,,,,,,,,
cfaarcha1-60521,,,,,,,,,,,,,
cfaarcha1-61164,,,,,,,,,,,,,
cfaarcha1-61985,,,,,,,,,,,,,
cfaarcha1-63894,,,,,,,,,,,,,
cfaarcha1-63896,,,,,,,,,,,,,
cfaarcha1-64182,,,,,,,,,,,,,
cfaarcha1-64291,,,,,,,,,,,,,
cfaarcha1-64568,,,,,,,,,,,,,
cfaarcha1-64726,,,,,,,,,,,,,
cfaarcha1-65190,,,,,,,,,,,,,
cfaarcha1-65221,,,,,,,,,,,,,
cfaarcha1-65842,,,,,,,,,,,,,
cfaarcha1-66005,,,,,,,,,,,,,
cfaarcha1-66960,,,,,,,,,,,,,
cfaarcha1-67327,,,,,,,,,,,,,
cfaarcha1-67338,,,,,,,,,,,,,
cfaarcha1-67960,,,,,,,,,,,,,
cfaarcha1-68175,,,,,,,,,,,,,
cfaarcha1-68900,,,,,,,,,,,,,
cfaarcha1-69034,,,,,,,,,,,,,
cfaarcha1-69410,,,,,,,,,,,,,
cfaarcha1-70402,,,,,,,,,,,,,
cfaarcha1-71509,,,,,,,,,,,,,
cfaarcha1-71887,,,,,,,,,,,,,
cfaarcha1-72595,,,,,,,,,,,,,
cfaarcha1-73106,,,,,,,,,,,,,
cfaarcha1-73973,,post medieval,,,,,,,,,,,
cfaarcha1-74224,,post medieval,,,,,,,,,,,
cfaarcha1-75051,,,,,,,,,,,,,
cfaarcha1-75112,,,,,,,,,,,,,
cfaarcha1-77401,,,,,,,,,,,,,
cfaarcha1-77839,,post medieval,,,,,,,,,,,
cfaarcha1-78593,,,,,,,,,,,,,
cfaarcha1-78841,,,,,,,,,,,,,
cfaarcha1-80340,,,,,,,,,,,,,
cfaarcha1-81047,,,,,,,,,,,,,
cfaarcha1-81180,,,,,,,,,,,,,
cfaarcha1-81515,,,,,,,,,,,,,
cfaarcha1-81518,,,,,,,,,,,,,
cfaarcha1-81661,,,,,,,,,,,,,
cfaarcha1-82093,,,,,,,,,,,,,
cfaarcha1-82973,,,,,,,,,,,,,
cfaarcha1-83617,,,,,,,,,,,,,
cfaarcha1-85755,,,,,,,,,,,,,
cfaarcha1-86172,,,,,,,,,,,,,
cfaarcha1-87666,,,,,,,,,,,,,
cfaarcha1-89794,,,,,,,,,,,,,
cfaarcha1-89820,,,,,,,,,,,,,
cfaarcha1-89883,,,,,,,,,,,,,
cfaarcha1-92383,,,,,,,,,,,,,
cfaarcha1-96299,,,,,,,,,,,,,
cfaarcha1-99648,,,,,,,,,,,,,
cfaarcha1-99877,,,,,,,,,,,,,
cgarchae1-109986,,,,,,,,,,,,,
cgarchae1-110000,,,,,,,,,,,,,
cgarchae1-110105,,,,,,,,,,,,,
cgarchae1-110115,,,,,,,,,,,,,
cgarchae1-112104,,,,,,,,,,,,,
cgarchae1-112120,,,,,,,,,,,,,
cgarchae1-164961,,,,,,,,,,,,,
cgarchae1-164968,,,,,,,,,,,,,
cgarchae1-165114,,,,,,,,,,,,,
cgarchae1-165207,,,,,,,,,,,,,
cgmslimi1-100625,,,,,,,,,,,,,
cgmslimi1-11429,,,,,,,,,,,,,
cgmslimi1-153417,,,,,,,,,,,,,
cgmslimi1-164555,,,,,,,,,,,,,
cgmslimi1-164560,,,,,,,,,,,,,
cgmslimi1-166952,,,,,,,,,,,,,
cgmslimi1-176739,,,,,,,,,,,,,
cgmslimi1-196808,,,,,,,,,,,,,
cgmslimi1-238515,,,,,,,,,,,,,
cgmslimi1-262895,,,,,,,,,,,,,
cgmslimi1-35322,,,,,,,,,,,,,
cgmslimi1-35343,,,,,,,,,,,,,
cgmslimi1-61425,,,,,,,,,,,,,
cgmslimi1-62251,,,,,,,,,,,,,
cgmslimi1-66746,,,,,,,,,,,,,
chrisbir1-218972,,,,,,,,,,,,,
chrisbir1-295966,,,,,,,,,,,,,
chrisbut1-138048,,,,,,,,,,,,,
chrisbut1-138067,,,,,,,,,,,,,
chrisbut1-138070,,,,,,,,,,,,,
chrisbut1-138283,,,,,,,,,,,,,
chrisbut1-138743,,,,,,,,,,,,,
chrisbut1-140593,,,,,,,,,,,,,
chrisbut1-140612,,,,,,,,,,,,,
chrisbut1-140883,,,,,,,,,,,,,
chrisbut1-141262,,,,,,,,,,,,,
chrisbut1-141272,,,,,,,,,,,,,
chrisbut1-141284,,,,,,,,,,,,,
chrisbut1-141325,,,,,,,,,,,,,
chrisbut1-141329,,,,,,,,,,,,,
chrisbut1-142405,,,,,,,,,,,,,
chrisbut1-142425,,,,,,,,,,,,,
chrisbut1-143014,,,,,,,,,,,,,
chrisbut1-143647,,,,,,,,,,,,,
chrisbut1-143649,,,,,,,,,,,,,
chrisbut1-143840,,,,,,,,,,,,,
chrisbut1-143841,,,,,,,,,,,,,
chrisbut1-143842,,,,,,,,,,,,,
chrisbut1-143845,,,,,,,,,,,,,
chrisbut1-144120,,,,,,,,,,,,,
chrisbut1-144122,,,,,,,,,,,,,
chrisbut1-144261,,,,,,,,,,,,,
chrisbut1-144262,,,,,,,,,,,,,
chrisbut1-144397,,,,,,,,,,,,,
chrisbut1-144464,,,,,,,,,,,,,
chrisbut1-144467,,,,,,,,,,,,,
chrisbut1-144468,,,,,,,,,,,,,
chrisbut1-144469,,,,,,,,,,,,,
chrisbut1-145027,,,,,,,,,,,,,
chrisbut1-145029,,,,,,,,,,,,,
chrisbut1-145030,,,,,,,,,,,,,
chrisbut1-145032,,,,,,,,,,,,,
chrisbut1-145033,,,,,,,,,,,,,
chrisbut1-145080,,,,,,,,,,,,,
chrisbut1-145084,,,,,,,,,,,,,
chrisbut1-145371,,,,,,,,,,,,,
chrisbut1-163487,,,,,,,,,,,,,
chrisbut1-163496,,,,,,,,,,,,,
chrisbut1-163528,,,,,,,,,,,,,
chrisbut1-163534,,,,,,,,,,,,,
chrisbut1-164248,,,,,,,,,,,,,
chrisbut1-164258,,,,,,,,,,,,,
chrisbut1-164412,,,,,,,,,,,,,
chrisbut1-164413,,,,,,,,,,,,,
chrisbut1-164414,,,,,,,,,,,,,
chrisbut1-164512,,,,,,,,,,,,,
chrisbut1-164515,,,,,,,,,,,,,
chrisbut1-164524,,,,,,,,,,,,,
chrisbut1-164532,,,,,,,,,,,,,
chrisbut1-165294,,,,,,,,,,,,,
chrisbut1-165302,,,,,,,,,,,,,
chrisbut1-166993,,,,,,,,,,,,,
chrisbut1-220125,,,,,,,,,,,,,
chrisbut1-220826,,,,,,,,,,,,,
chrisbut1-231477,,,,,,,,,,,,,
chrisbut1-282574,,,,,,,,,,,,,
chrisbut1-308371,,,,,,,,,,,,,
chrisbut1-70185,,,,,,,,,,,,,
chrisbut1-71385,,,,,,,,,,,,,
chrisbut1-82025,,,,,,,,,,,,,
chrisbut1-98674,,,,,,,,,,,,,
cismas1-58726,,,,,,,,,,,,,
clwydpow3-191214,,,,,,,,,,,,,
colchest3-103571,,,,,,,,,,,,,
colchest3-12136,,,,,,,,,,,,,
colchest3-136780,,,,,,,,,,,,,
colchest3-15867,,,,,,,,,,,,,
colchest3-169200,,,,,,,,,,,,,
colchest3-192999,,,,,,,,,,,,,
colchest3-206830,,,,,,,,,,,,,
colchest3-206856,,,,,,,,,,,,,
colchest3-208258,,,,,,,,,,,,,
colchest3-208267,,,,,,,,,,,,,
colchest3-208271,,,,,,,,,,,,,
colchest3-208405,,,,,,,,,,,,,
colchest3-208407,,,,,,,,,,,,,
colchest3-208424,,,,,,,,,,,,,
colchest3-208435,,,,,,,,,,,,,
colchest3-208442,,,,,,,,,,,,,
colchest3-208447,,,,,,,,,,,,,
colchest3-208454,,,,,,,,,,,,,
colchest3-208497,,,,,,,,,,,,,
colchest3-208499,,,,,,,,,,,,,
colchest3-208501,,,,,,,,,,,,,
colchest3-208503,,,,,,,,,,,,,
colchest3-208539,,,,,,,,,,,,,
colchest3-208560,,,,,,,,,,,,,
colchest3-208665,,,,,,,,,,,,,
colchest3-208668,,,,,,,,,,,,,
colchest3-208682,,,,,,,,,,,,,
colchest3-208694,,,,,,,,,,,,,
colchest3-208731,,,,,,,,,,,,,
colchest3-208746,,,,,,,,,,,,,
colchest3-208748,,,,,,,,,,,,,
colchest3-208751,,,,,,,,,,,,,
colchest3-208758,,,,,,,,,,,,,
colchest3-208761,,,,,,,,,,,,,
colchest3-208764,,,,,,,,,,,,,
colchest3-211361,,,,,,,,,,,,,
colchest3-211365,,,,,,,,,,,,,
colchest3-211376,,,,,,,,,,,,,
colchest3-211377,,,,,,,,,,,,,
colchest3-211388,,,,,,,,,,,,,
colchest3-211392,,,,,,,,,,,,,
colchest3-211398,,,,,,,,,,,,,
colchest3-211403,,,,,,,,,,,,,
colchest3-211476,,,,,,,,,,,,,
colchest3-211479,,,,,,,,,,,,,
